a,b,lukasiewicz,kleene,reichenbach,zadeh,godel,quantum_S,quantum_QL,quantum_R
0.15000,0.20000,1.00000,0.85000,0.88000,0.85000,1.00000,0.94920,0.94880,1.00000
0.15000,0.25000,1.00000,0.85000,0.88750,0.85000,1.00000,0.95320,0.94980,1.00000
0.15000,0.30000,1.00000,0.85000,0.89500,0.85000,1.00000,0.95580,0.95420,1.00000
0.15000,0.35000,1.00000,0.85000,0.90250,0.85000,1.00000,0.96180,0.96310,1.00000
0.15000,0.40000,1.00000,0.85000,0.91000,0.85000,1.00000,0.96410,0.96510,1.00000
0.15000,0.45000,1.00000,0.85000,0.91750,0.85000,1.00000,0.96760,0.96950,1.00000
0.15000,0.50000,1.00000,0.85000,0.92500,0.85000,1.00000,0.96970,0.97560,1.00000
0.15000,0.55000,1.00000,0.85000,0.93250,0.85000,1.00000,0.97720,0.97940,1.00000
0.15000,0.60000,1.00000,0.85000,0.94000,0.85000,1.00000,0.98090,0.98230,1.00000
0.15000,0.65000,1.00000,0.85000,0.94750,0.85000,1.00000,0.98460,0.98560,1.00000
0.15000,0.70000,1.00000,0.85000,0.95500,0.85000,1.00000,0.98880,0.98910,1.00000
0.15000,0.75000,1.00000,0.85000,0.96250,0.85000,1.00000,0.99130,0.99330,1.00000
0.15000,0.80000,1.00000,0.85000,0.97000,0.85000,1.00000,0.99470,0.99510,1.00000
0.15000,0.85000,1.00000,0.85000,0.97750,0.85000,1.00000,0.99680,0.99750,1.00000
0.15000,0.90000,1.00000,0.90000,0.98500,0.85000,1.00000,0.99890,0.99840,1.00000
0.15000,0.95000,1.00000,0.95000,0.99250,0.85000,1.00000,0.99960,0.99970,1.00000
0.15000,1.00000,1.00000,1.00000,1.00000,0.85000,1.00000,1.00000,1.00000,1.00000
0.20000,0.00000,0.80000,0.80000,0.80000,0.80000,0.00000,0.90400,0.90330,0.10142
0.20000,0.05000,0.85000,0.80000,0.81000,0.80000,0.05000,0.90760,0.90430,0.56464
0.20000,0.10000,0.90000,0.80000,0.82000,0.80000,0.10000,0.91020,0.90800,1.00000
0.20000,0.15000,0.95000,0.80000,0.83000,0.80000,0.15000,0.90880,0.90460,1.00000
0.20000,0.20000,1.00000,0.80000,0.84000,0.80000,1.00000,0.91670,0.91450,1.00000
0.20000,0.25000,1.00000,0.80000,0.85000,0.80000,1.00000,0.91840,0.91220,1.00000
0.20000,0.30000,1.00000,0.80000,0.86000,0.80000,1.00000,0.92340,0.92660,1.00000
0.20000,0.35000,1.00000,0.80000,0.87000,0.80000,1.00000,0.92670,0.92730,1.00000
0.20000,0.40000,1.00000,0.80000,0.88000,0.80000,1.00000,0.93550,0.93910,1.00000
0.20000,0.45000,1.00000,0.80000,0.89000,0.80000,1.00000,0.94580,0.94140,1.00000
0.20000,0.50000,1.00000,0.80000,0.90000,0.80000,1.00000,0.94990,0.95210,1.00000
0.20000,0.55000,1.00000,0.80000,0.91000,0.80000,1.00000,0.95990,0.95920,1.00000
0.20000,0.60000,1.00000,0.80000,0.92000,0.80000,1.00000,0.96610,0.96540,1.00000
0.20000,0.65000,1.00000,0.80000,0.93000,0.80000,1.00000,0.97360,0.97300,1.00000
0.20000,0.70000,1.00000,0.80000,0.94000,0.80000,1.00000,0.98040,0.98250,1.00000
0.20000,0.75000,1.00000,0.80000,0.95000,0.80000,1.00000,0.98420,0.98670,1.00000
0.20000,0.80000,1.00000,0.80000,0.96000,0.80000,1.00000,0.99220,0.99090,1.00000
0.20000,0.85000,1.00000,0.85000,0.97000,0.80000,1.00000,0.99420,0.99490,1.00000
0.20000,0.90000,1.00000,0.90000,0.98000,0.80000,1.00000,0.99750,0.99700,1.00000
0.20000,0.95000,1.00000,0.95000,0.99000,0.80000,1.00000,0.99950,0.99930,1.00000
0.20000,1.00000,1.00000,1.00000,1.00000,0.80000,1.00000,1.00000,1.00000,1.00000
0.25000,0.00000,0.75000,0.75000,0.75000,0.75000,0.00000,0.85600,0.85650,0.08988
0.25000,0.05000,0.80000,0.75000,0.76250,0.75000,0.05000,0.85860,0.85570,0.43640
0.25000,0.10000,0.85000,0.75000,0.77500,0.75000,0.10000,0.85640,0.85490,0.66058
0.25000,0.15000,0.90000,0.75000,0.78750,0.75000,0.15000,0.86220,0.86600,1.00000
0.25000,0.20000,0.95000,0.75000,0.80000,0.75000,0.20000,0.86940,0.86820,1.00000
0.25000,0.25000,1.00000,0.75000,0.81250,0.75000,1.00000,0.87960,0.87290,1.00000
0.25000,0.30000,1.00000,0.75000,0.82500,0.75000,1.00000,0.87870,0.88460,1.00000
0.25000,0.35000,1.00000,0.75000,0.83750,0.75000,1.00000,0.89500,0.89650,1.00000
0.25000,0.40000,1.00000,0.75000,0.85000,0.75000,1.00000,0.90730,0.90290,1.00000
0.25000,0.45000,1.00000,0.75000,0.86250,0.75000,1.00000,0.91460,0.91790,1.00000
0.25000,0.50000,1.00000,0.75000,0.87500,0.75000,1.00000,0.92110,0.92830,1.00000
0.25000,0.55000,1.00000,0.75000,0.88750,0.75000,1.00000,0.94240,0.94160,1.00000
0.25000,0.60000,1.00000,0.75000,0.90000,0.75000,1.00000,0.95300,0.95010,1.00000
0.25000,0.65000,1.00000,0.75000,0.91250,0.75000,1.00000,0.95950,0.96320,1.00000
0.25000,0.70000,1.00000,0.75000,0.92500,0.75000,1.00000,0.96770,0.96800,1.00000
0.25000,0.75000,1.00000,0.75000,0.93750,0.75000,1.00000,0.97960,0.97900,1.00000
0.25000,0.80000,1.00000,0.80000,0.95000,0.75000,1.00000,0.98670,0.98480,1.00000
0.25000,0.85000,1.00000,0.85000,0.96250,0.75000,1.00000,0.99250,0.99110,1.00000
0.25000,0.90000,1.00000,0.90000,0.97500,0.75000,1.00000,0.99620,0.99620,1.00000
0.25000,0.95000,1.00000,0.95000,0.98750,0.75000,1.00000,0.99900,0.99910,1.00000
0.25000,1.00000,1.00000,1.00000,1.00000,0.75000,1.00000,1.00000,1.00000,1.00000
0.30000,0.00000,0.70000,0.70000,0.70000,0.70000,0.00000,0.79280,0.79880,0.05157
0.30000,0.05000,0.75000,0.70000,0.71500,0.70000,0.05000,0.79960,0.79240,0.35376
0.30000,0.10000,0.80000,0.70000,0.73000,0.70000,0.10000,0.80100,0.80020,0.50691
0.30000,0.15000,0.85000,0.70000,0.74500,0.70000,0.15000,0.80730,0.80260,0.73115
0.30000,0.20000,0.90000,0.70000,0.76000,0.70000,0.20000,0.80830,0.81300,0.99602
0.30000,0.25000,0.95000,0.70000,0.77500,0.70000,0.25000,0.82370,0.82460,1.00000
0.30000,0.30000,1.00000,0.70000,0.79000,0.70000,1.00000,0.83560,0.83750,1.00000
0.30000,0.35000,1.00000,0.70000,0.80500,0.70000,1.00000,0.85480,0.84520,1.00000
0.30000,0.40000,1.00000,0.70000,0.82000,0.70000,1.00000,0.86800,0.86450,1.00000
0.30000,0.45000,1.00000,0.70000,0.83500,0.70000,1.00000,0.88550,0.87210,1.00000
0.30000,0.50000,1.00000,0.70000,0.85000,0.70000,1.00000,0.89700,0.89380,1.00000
0.30000,0.55000,1.00000,0.70000,0.86500,0.70000,1.00000,0.91620,0.91580,1.00000
0.30000,0.60000,1.00000,0.70000,0.88000,0.70000,1.00000,0.92890,0.93090,1.00000
0.30000,0.65000,1.00000,0.70000,0.89500,0.70000,1.00000,0.94260,0.94310,1.00000
0.30000,0.70000,1.00000,0.70000,0.91000,0.70000,1.00000,0.96100,0.95720,1.00000
0.30000,0.75000,1.00000,0.75000,0.92500,0.70000,1.00000,0.97130,0.96860,1.00000
0.30000,0.80000,1.00000,0.80000,0.94000,0.70000,1.00000,0.97940,0.98000,1.00000
0.30000,0.85000,1.00000,0.85000,0.95500,0.70000,1.00000,0.98840,0.99020,1.00000
0.30000,0.90000,1.00000,0.90000,0.97000,0.70000,1.00000,0.99440,0.99290,1.00000
0.30000,0.95000,1.00000,0.95000,0.98500,0.70000,1.00000,0.99860,0.99850,1.00000
0.30000,1.00000,1.00000,1.00000,1.00000,0.70000,1.00000,1.00000,1.00000,1.00000
0.35000,0.00000,0.65000,0.65000,0.65000,0.65000,0.00000,0.72790,0.72690,0.04998
0.35000,0.05000,0.70000,0.65000,0.66750,0.65000,0.05000,0.72130,0.72490,0.29704
0.35000,0.10000,0.75000,0.65000,0.68500,0.65000,0.10000,0.73970,0.74490,0.45431
0.35000,0.15000,0.80000,0.65000,0.70250,0.65000,0.15000,0.73820,0.74830,0.53253
0.35000,0.20000,0.85000,0.65000,0.72000,0.65000,0.20000,0.75760,0.74990,0.71736
0.35000,0.25000,0.90000,0.65000,0.73750,0.65000,0.25000,0.76760,0.76830,0.99588
0.35000,0.30000,0.95000,0.65000,0.75500,0.65000,0.30000,0.78600,0.78360,1.00000
0.35000,0.35000,1.00000,0.65000,0.77250,0.65000,1.00000,0.80480,0.80250,1.00000
0.35000,0.40000,1.00000,0.65000,0.79000,0.65000,1.00000,0.81740,0.82370,1.00000
0.35000,0.45000,1.00000,0.65000,0.80750,0.65000,1.00000,0.83880,0.83870,1.00000
0.35000,0.50000,1.00000,0.65000,0.82500,0.65000,1.00000,0.86340,0.86200,1.00000
0.35000,0.55000,1.00000,0.65000,0.84250,0.65000,1.00000,0.88550,0.88590,1.00000
0.35000,0.60000,1.00000,0.65000,0.86000,0.65000,1.00000,0.90270,0.90330,1.00000
0.35000,0.65000,1.00000,0.65000,0.87750,0.65000,1.00000,0.92400,0.92080,1.00000
0.35000,0.70000,1.00000,0.70000,0.89500,0.65000,1.00000,0.94490,0.94340,1.00000
0.35000,0.75000,1.00000,0.75000,0.91250,0.65000,1.00000,0.95920,0.96040,1.00000
0.35000,0.80000,1.00000,0.80000,0.93000,0.65000,1.00000,0.97550,0.97690,1.00000
0.35000,0.85000,1.00000,0.85000,0.94750,0.65000,1.00000,0.98430,0.98540,1.00000
0.35000,0.90000,1.00000,0.90000,0.96500,0.65000,1.00000,0.99520,0.99300,1.00000
0.35000,0.95000,1.00000,0.95000,0.98250,0.65000,1.00000,0.99770,0.99750,1.00000
0.35000,1.00000,1.00000,1.00000,1.00000,0.65000,1.00000,1.00000,1.00000,1.00000
0.40000,0.00000,0.60000,0.60000,0.60000,0.60000,0.00000,0.64780,0.65500,0.07153
0.40000,0.05000,0.65000,0.60000,0.62000,0.60000,0.05000,0.65070,0.65850,0.26827
0.40000,0.10000,0.70000,0.60000,0.64000,0.60000,0.10000,0.66080,0.65000,0.40007
0.40000,0.15000,0.75000,0.60000,0.66000,0.60000,0.15000,0.67220,0.67280,0.46178
0.40000,0.20000,0.80000,0.60000,0.68000,0.60000,0.20000,0.69130,0.68460,0.54936
0.40000,0.25000,0.85000,0.60000,0.70000,0.60000,0.25000,0.70870,0.69550,0.68280
0.40000,0.30000,0.90000,0.60000,0.72000,0.60000,0.30000,0.72580,0.72100,0.88271
0.40000,0.35000,0.95000,0.60000,0.74000,0.60000,0.35000,0.74430,0.74760,0.99994
0.40000,0.40000,1.00000,0.60000,0.76000,0.60000,1.00000,0.77100,0.77220,1.00000
0.40000,0.45000,1.00000,0.60000,0.78000,0.60000,1.00000,0.80490,0.79160,1.00000
0.40000,0.50000,1.00000,0.60000,0.80000,0.60000,1.00000,0.82770,0.83100,1.00000
0.40000,0.55000,1.00000,0.60000,0.82000,0.60000,1.00000,0.85290,0.85190,1.00000
0.40000,0.60000,1.00000,0.60000,0.84000,0.60000,1.00000,0.87560,0.87560,1.00000
0.40000,0.65000,1.00000,0.65000,0.86000,0.60000,1.00000,0.89890,0.90580,1.00000
0.40000,0.70000,1.00000,0.70000,0.88000,0.60000,1.00000,0.92650,0.92740,1.00000
0.40000,0.75000,1.00000,0.75000,0.90000,0.60000,1.00000,0.94720,0.95180,1.00000
0.40000,0.80000,1.00000,0.80000,0.92000,0.60000,1.00000,0.96730,0.96700,1.00000
0.40000,0.85000,1.00000,0.85000,0.94000,0.60000,1.00000,0.98340,0.98370,1.00000
0.40000,0.90000,1.00000,0.90000,0.96000,0.60000,1.00000,0.99230,0.99070,1.00000
0.40000,0.95000,1.00000,0.95000,0.98000,0.60000,1.00000,0.99810,0.99620,1.00000
0.40000,1.00000,1.00000,1.00000,1.00000,0.60000,1.00000,1.00000,1.00000,1.00000
0.45000,0.00000,0.55000,0.55000,0.55000,0.55000,0.00000,0.57430,0.58040,0.03159
0.45000,0.05000,0.60000,0.55000,0.57250,0.55000,0.05000,0.58090,0.58540,0.23770
0.45000,0.10000,0.65000,0.55000,0.59500,0.55000,0.10000,0.58490,0.58680,0.33349
0.45000,0.15000,0.70000,0.55000,0.61750,0.55000,0.15000,0.59370,0.60340,0.42738
0.45000,0.20000,0.75000,0.55000,0.64000,0.55000,0.20000,0.62410,0.61830,0.49826
0.45000,0.25000,0.80000,0.55000,0.66250,0.55000,0.25000,0.63720,0.63480,0.58104
0.45000,0.30000,0.85000,0.55000,0.68500,0.55000,0.30000,0.66310,0.67560,0.66687
0.45000,0.35000,0.90000,0.55000,0.70750,0.55000,0.35000,0.69920,0.68940,0.73115
0.45000,0.40000,0.95000,0.55000,0.73000,0.55000,0.40000,0.72510,0.72140,0.99923
0.45000,0.45000,1.00000,0.55000,0.75250,0.55000,1.00000,0.75440,0.75950,1.00000
0.45000,0.50000,1.00000,0.55000,0.77500,0.55000,1.00000,0.79110,0.78990,1.00000
0.45000,0.55000,1.00000,0.55000,0.79750,0.55000,1.00000,0.82250,0.82820,1.00000
0.45000,0.60000,1.00000,0.60000,0.82000,0.55000,1.00000,0.85640,0.85590,1.00000
0.45000,0.65000,1.00000,0.65000,0.84250,0.55000,1.00000,0.88340,0.88620,1.00000
0.45000,0.70000,1.00000,0.70000,0.86500,0.55000,1.00000,0.91380,0.91390,1.00000
0.45000,0.75000,1.00000,0.75000,0.88750,0.55000,1.00000,0.94180,0.93770,1.00000
0.45000,0.80000,1.00000,0.80000,0.91000,0.55000,1.00000,0.95940,0.95890,1.00000
0.45000,0.85000,1.00000,0.85000,0.93250,0.55000,1.00000,0.97570,0.97880,1.00000
0.45000,0.90000,1.00000,0.90000,0.95500,0.55000,1.00000,0.98850,0.98860,1.00000
0.45000,0.95000,1.00000,0.95000,0.97750,0.55000,1.00000,0.99770,0.99770,1.00000
0.45000,1.00000,1.00000,1.00000,1.00000,0.55000,1.00000,1.00000,1.00000,1.00000
0.50000,0.00000,0.50000,0.50000,0.50000,0.50000,0.00000,0.50040,0.50030,0.03999
0.50000,0.05000,0.55000,0.50000,0.52500,0.50000,0.05000,0.49630,0.50080,0.22953
0.50000,0.10000,0.60000,0.50000,0.55000,0.50000,0.10000,0.51620,0.51660,0.28748
0.50000,0.15000,0.65000,0.50000,0.57500,0.50000,0.15000,0.53270,0.52460,0.38166
0.50000,0.20000,0.70000,0.50000,0.60000,0.50000,0.20000,0.54270,0.54810,0.45289
0.50000,0.25000,0.75000,0.50000,0.62500,0.50000,0.25000,0.57680,0.56640,0.52269
0.50000,0.30000,0.80000,0.50000,0.65000,0.50000,0.30000,0.60080,0.60000,0.59043
0.50000,0.35000,0.85000,0.50000,0.67500,0.50000,0.35000,0.63790,0.63670,0.65304
0.50000,0.40000,0.90000,0.50000,0.70000,0.50000,0.40000,0.67670,0.67940,0.72538
0.50000,0.45000,0.95000,0.50000,0.72500,0.50000,0.45000,0.71180,0.71320,0.85730
0.50000,0.50000,1.00000,0.50000,0.75000,0.50000,1.00000,0.75030,0.74870,1.00000
0.50000,0.55000,1.00000,0.55000,0.77500,0.50000,1.00000,0.79700,0.78140,1.00000
0.50000,0.60000,1.00000,0.60000,0.80000,0.50000,1.00000,0.82770,0.82840,1.00000
0.50000,0.65000,1.00000,0.65000,0.82500,0.50000,1.00000,0.86070,0.86480,1.00000
0.50000,0.70000,1.00000,0.70000,0.85000,0.50000,1.00000,0.89270,0.89510,1.00000
0.50000,0.75000,1.00000,0.75000,0.87500,0.50000,1.00000,0.93080,0.92970,1.00000
0.50000,0.80000,1.00000,0.80000,0.90000,0.50000,1.00000,0.95210,0.95040,1.00000
0.50000,0.85000,1.00000,0.85000,0.92500,0.50000,1.00000,0.97240,0.97580,1.00000
0.50000,0.90000,1.00000,0.90000,0.95000,0.50000,1.00000,0.98660,0.98860,1.00000
0.50000,0.95000,1.00000,0.95000,0.97500,0.50000,1.00000,0.99710,0.99720,1.00000
0.50000,1.00000,1.00000,1.00000,1.00000,0.50000,1.00000,1.00000,1.00000,1.00000
0.55000,0.00000,0.45000,0.45000,0.45000,0.45000,0.00000,0.42840,0.42730,0.01159
0.55000,0.05000,0.50000,0.45000,0.47750,0.45000,0.05000,0.42120,0.42860,0.19042
0.55000,0.10000,0.55000,0.45000,0.50500,0.45000,0.10000,0.43130,0.42420,0.28595
0.55000,0.15000,0.60000,0.45000,0.53250,0.45000,0.15000,0.45690,0.45240,0.34439
0.55000,0.20000,0.65000,0.45000,0.56000,0.45000,0.20000,0.47270,0.47840,0.40776
0.55000,0.25000,0.70000,0.45000,0.58750,0.45000,0.25000,0.50030,0.50840,0.47203
0.55000,0.30000,0.75000,0.45000,0.61500,0.45000,0.30000,0.53260,0.54220,0.51550
0.55000,0.35000,0.80000,0.45000,0.64250,0.45000,0.35000,0.57350,0.57950,0.58914
0.55000,0.40000,0.85000,0.45000,0.67000,0.45000,0.40000,0.62720,0.61460,0.66058
0.55000,0.45000,0.90000,0.45000,0.69750,0.45000,0.45000,0.66360,0.66550,0.72538
0.55000,0.50000,0.95000,0.50000,0.72500,0.50000,0.50000,0.70440,0.70430,0.82578
0.55000,0.55000,1.00000,0.55000,0.75250,0.55000,1.00000,0.75290,0.75240,0.99674
0.55000,0.60000,1.00000,0.60000,0.78000,0.55000,1.00000,0.80320,0.80660,1.00000
0.55000,0.65000,1.00000,0.65000,0.80750,0.55000,1.00000,0.84600,0.84070,1.00000
0.55000,0.70000,1.00000,0.70000,0.83500,0.55000,1.00000,0.88210,0.88200,1.00000
0.55000,0.75000,1.00000,0.75000,0.86250,0.55000,1.00000,0.91580,0.91360,1.00000
0.55000,0.80000,1.00000,0.80000,0.89000,0.55000,1.00000,0.94610,0.94380,1.00000
0.55000,0.85000,1.00000,0.85000,0.91750,0.55000,1.00000,0.97140,0.96930,1.00000
0.55000,0.90000,1.00000,0.90000,0.94500,0.55000,1.00000,0.98690,0.98560,1.00000
0.55000,0.95000,1.00000,0.95000,0.97250,0.55000,1.00000,0.99590,0.99690,1.00000
0.55000,1.00000,1.00000,1.00000,1.00000,0.55000,1.00000,1.00000,1.00000,1.00000
0.60000,0.00000,0.40000,0.40000,0.40000,0.40000,0.00000,0.33720,0.35290,0.02159
0.60000,0.05000,0.45000,0.40000,0.43000,0.40000,0.05000,0.35800,0.35140,0.17075
0.60000,0.10000,0.50000,0.40000,0.46000,0.40000,0.10000,0.35170,0.36100,0.25708
0.60000,0.15000,0.55000,0.40000,0.49000,0.40000,0.15000,0.38310,0.38180,0.31608
0.60000,0.20000,0.60000,0.40000,0.52000,0.40000,0.20000,0.40110,0.40350,0.38166
0.60000,0.25000,0.65000,0.40000,0.55000,0.40000,0.25000,0.42720,0.44060,0.42738
0.60000,0.30000,0.70000,0.40000,0.58000,0.40000,0.30000,0.48080,0.47890,0.48957
0.60000,0.35000,0.75000,0.40000,0.61000,0.40000,0.35000,0.51850,0.52760,0.52269
0.60000,0.40000,0.80000,0.40000,0.64000,0.40000,0.40000,0.57140,0.57910,0.57417
0.60000,0.45000,0.85000,0.45000,0.67000,0.45000,0.45000,0.62900,0.61190,0.63654
0.60000,0.50000,0.90000,0.50000,0.70000,0.50000,0.50000,0.66030,0.67470,0.69614
0.60000,0.55000,0.95000,0.55000,0.73000,0.55000,0.55000,0.72480,0.71760,0.75784
0.60000,0.60000,1.00000,0.60000,0.76000,0.60000,1.00000,0.77140,0.77340,0.82578
0.60000,0.65000,1.00000,0.65000,0.79000,0.60000,1.00000,0.81630,0.82350,0.99761
0.60000,0.70000,1.00000,0.70000,0.82000,0.60000,1.00000,0.86390,0.86670,1.00000
0.60000,0.75000,1.00000,0.75000,0.85000,0.60000,1.00000,0.90150,0.90520,1.00000
0.60000,0.80000,1.00000,0.80000,0.88000,0.60000,1.00000,0.93660,0.93670,1.00000
0.60000,0.85000,1.00000,0.85000,0.91000,0.60000,1.00000,0.96540,0.96280,1.00000
0.60000,0.90000,1.00000,0.90000,0.94000,0.60000,1.00000,0.98470,0.98370,1.00000
0.60000,0.95000,1.00000,0.95000,0.97000,0.60000,1.00000,0.99670,0.99590,1.00000
0.60000,1.00000,1.00000,1.00000,1.00000,0.60000,1.00000,1.00000,1.00000,1.00000
0.65000,0.00000,0.35000,0.35000,0.35000,0.35000,0.00000,0.27130,0.27980,0.05996
0.65000,0.05000,0.40000,0.35000,0.38250,0.35000,0.05000,0.27710,0.27530,0.16918
0.65000,0.10000,0.45000,0.35000,0.41500,0.35000,0.10000,0.29210,0.29150,0.24740
0.65000,0.15000,0.50000,0.35000,0.44750,0.35000,0.15000,0.30440,0.30980,0.30506
0.65000,0.20000,0.55000,0.35000,0.48000,0.35000,0.20000,0.34760,0.34460,0.37092
